what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.4.0.I20080606-1300,org.eclipse.ui.workbench,1414683629504
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.workbench.texteditor,1414683629505
started,bundle,org.eclipse.update.configurator,3.2.200.v20080417,org.eclipse.update.configurator,1414683629505
started,bundle,org.eclipse.update.core,3.2.200.v20080515,org.eclipse.update.core,1414683629506
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1414683629507
started,bundle,org.eclipse.emf.common,2.4.0.v200806091234,org.eclipse.emf.common,1414683629507
started,bundle,org.eclipse.emf.common.ui,2.4.0.v200806091234,org.eclipse.emf.common.ui,1414683629507
started,bundle,org.eclipse.emf.ecore,2.4.0.v200806091234,org.eclipse.emf.ecore,1414683629507
started,bundle,org.eclipse.emf.ecore.xmi,2.4.0.v200806091234,org.eclipse.emf.ecore.xmi,1414683629507
started,bundle,org.eclipse.emf.edit,2.4.0.v200806091234,org.eclipse.emf.edit,1414683629507
started,bundle,org.eclipse.emf.edit.ui,2.4.0.v200806091234,org.eclipse.emf.edit.ui,1414683629507
started,bundle,org.eclipse.epp.usagedata.gathering,1.0.0.R200806162215,org.eclipse.epp.usagedata.gathering,1414683629507
started,bundle,org.eclipse.epp.usagedata.recording,1.0.0.R200806162215,org.eclipse.epp.usagedata.recording,1414683629508
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080513-1235,org.eclipse.jdt.apt.core,1414683629508
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1414683629509
started,bundle,org.eclipse.jdt.core,3.4.0.v_874,org.eclipse.jdt.core,1414683629509
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1414683629510
started,bundle,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui,1414683629510
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1414683629510
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.200.v200805150230,org.eclipse.jst.j2ee.webservice,1414683629511
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.webservice.ui,1414683629511
started,bundle,org.eclipse.jst.jsf.common,1.1.0.v20080605,org.eclipse.jst.jsf.common,1414683629512
started,bundle,org.eclipse.jst.jsf.core,1.1.0.v20080606,org.eclipse.jst.jsf.core,1414683629512
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.0.v20080619-1900,org.eclipse.mylyn.bugzilla.core,1414683629513
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.bugzilla.ui,1414683629513
