what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1414683551515
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1414683551539
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.100.v20080528,org.eclipse.jst.server.tomcat.ui,1414683551550
stopped,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1414683551568
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.0.v20080619-1900,org.eclipse.mylyn.java.tasks,1414683551603
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1414683551603
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1414683551603
stopped,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1414683551603
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.0.100.v200805140145,org.eclipse.jst.server.preview.adapter,1414683551626
stopped,bundle,org.eclipse.ve.jfc,1.4.0.v20080910,org.eclipse.ve.jfc,1414683551657
stopped,bundle,org.eclipse.ve.swt,1.4.0.v20080910,org.eclipse.ve.swt,1414683551704
