what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.context.ui,1414683414904
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.tasks.ui,1414683414906
started,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1414683414907
started,bundle,org.eclipse.team.cvs.core,3.3.100.I20080605,org.eclipse.team.cvs.core,1414683414908
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1414683414925
started,bundle,org.eclipse.wst.common.emf,1.1.200.v200805140020,org.eclipse.wst.common.emf,1414683414925
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.200.v200805140020,org.eclipse.wst.common.emfworkbench.integration,1414683414938
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1414683414939
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.0.v200805140020,org.eclipse.wst.common.project.facet.core,1414683414940
started,bundle,org.eclipse.wst.jsdt.core,1.0.0.v200805291857,org.eclipse.wst.jsdt.core,1414683414952
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.0.v200804302218,org.eclipse.wst.jsdt.manipulation,1414683414953
started,bundle,org.eclipse.wst.jsdt.ui,1.0.0.v200805282135,org.eclipse.wst.jsdt.ui,1414683414969
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.0.v200806031937,org.eclipse.wst.ws.service.policy.ui,1414683414970
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.0.v20080604,org.eclipse.equinox.simpleconfigurator,1414683414971
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.monitor.ui,1414683415091
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414683418555
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1414683427843
started,bundle,org.eclipse.jdt.launching,3.4.0.v20080529-1300,org.eclipse.jdt.launching,1414683427902
started,bundle,org.eclipse.jst.servlet.ui,1.1.200.v200805150230,org.eclipse.jst.servlet.ui,1414683429080
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080513-1235,org.eclipse.jdt.apt.core,1414683429238
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1414683429291
started,bundle,org.eclipse.jst.j2ee.core,1.1.200.v200806052000,org.eclipse.jst.j2ee.core,1414683430091
started,bundle,org.eclipse.jem,2.0.200.v200806051600,org.eclipse.jem,1414683430136
started,bundle,org.eclipse.jst.jee,1.0.100.v200805140020,org.eclipse.jst.jee,1414683430654
started,bundle,org.eclipse.wst.sse.core,1.1.300.v200805221633,org.eclipse.wst.sse.core,1414683430770
