what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.indent,1414930244529
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414930246783
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930271663
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930284195
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930284789
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930299107
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930318503
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930325894
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1414930327457
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1414930329273
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930332398
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930342430
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414930342555
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414930342618
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1414930347306
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414930347774
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414930347837
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1414930347868
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1414930362872
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1414930364716
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1414930368185
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1414930372783
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930374440
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414930374783
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414930379456
